,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est_Tpk,Max_response,Slope,Intercept,R_Squared,AIC,BIC,Delta_AIC,Delta_BIC,Best_Type,Rank,Corrected,Number_Of_Data_Points,Points_Before_Peak,Points_After_Peak,Number_Of_Variables,Tpk_std,Response_std,E_std,B0_est,E_est,E_D_est,E_D_L_est,T_pk_est,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespiratoryPathway,ConLabGrowthTemp
441_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-3.0432432432985252,1.3783120808608011,312.53203818178406,3.4312900758172216,NA,312.4600000000046,45.57590603147754,NA,NA,0.9429390614982694,55.10350833071233,61.82570322654453,NA,NA,schoolfield_two_factor_tpk,1,False,19,13,6,4,0.49038587867118416,2.6910498351393164,0.19532608216120897,1.041660912217971,0.685491994373663,1.2102217076999218,0.42164125661512875,313.585,441,S_thermophilus_K120-6,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
442_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-1.2808176865517737,1.0078839800331256,312.9648370500497,3.698462738155299,NA,312.8600000000048,46.82819657292871,NA,NA,0.9825329684581378,24.572289173364492,30.11254017887554,NA,NA,schoolfield_two_factor_tpk,1,False,15,12,3,4,0.2820329058816297,1.8547610893608233,0.08817096625011385,2.297641694508689,1.1647435754826363,2.1893367162345942,0.4965008550342638,313.76,442,S_thermophilus_K118-4,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
443_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-1.0677218776703772,0.9247572268952498,312.96669162654985,3.164268174551215,NA,312.8600000000047,35.987954131722645,NA,NA,0.9418598186323566,37.66524995285386,44.117108742334686,NA,NA,schoolfield_two_factor_tpk,1,False,18,14,4,4,0.49104760461701635,2.2699466505686368,0.12677642803696787,2.1503845104904014,1.14652604896267,2.1146299615194515,0.21891121385218204,312.26,443,S_thermophilus_BC-29_run3,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
444_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-0.3233290477918074,0.8289106136784155,312.55253821220924,3.147654077001625,NA,312.4900000000063,45.11072347674017,NA,NA,0.9767069594530735,42.12518905524472,49.802660134890466,NA,NA,schoolfield_two_factor_tpk,1,False,23,19,4,4,0.34861187587352105,1.648221082097167,0.06425257297567435,2.5710256287088944,1.176859358518381,2.7243320444975,0.5033600395106397,313.23499999999996,444,S_thermophilus_BC-29_run2,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
445_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-1.0815377640637336,0.9463931263095071,313.45786186357475,4.038657558344218,NA,313.390000000006,45.602810861932106,NA,NA,0.9531249133363268,48.649844402422524,55.10170319190335,NA,NA,schoolfield_two_factor_tpk,1,False,18,14,4,4,0.494942057214894,2.601212698947983,0.10992952716984175,2.380505673624874,1.029731369218406,1.4429886333069744,0.4113826625828768,315.385,445,S_thermophilus_BC-29_run1,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
446_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-1.5050289905611525,1.0412331392295295,314.62351410510416,2.2593598780101534,NA,314.5600000000066,40.71129770114971,NA,NA,0.9845185845174825,31.324945232535573,38.78015749932715,NA,NA,schoolfield_two_factor_tpk,1,False,22,18,4,4,0.37605717650387194,1.467052509972648,0.09096230972665399,2.3769828517270093,0.9943543600862369,1.9531157687268523,0.6170212104141966,317.21,446,S_thermophilus_BC-14_run5,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
447_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-0.7269148146699898,0.8373897717250811,313.9697334594834,3.908473858986426,NA,313.8600000000053,38.6900763575985,NA,NA,0.9800608237697499,23.589282401356485,30.567943769126437,NA,NA,schoolfield_two_factor_tpk,1,False,20,16,4,4,0.28443628460524656,1.1117661762786464,0.05708434474445165,2.4170731060208954,1.2577738855877256,2.3096072112446477,0.41432964810579087,314.05999999999995,447,S_thermophilus_BC-14_run4,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
448_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,0.3571875288736145,0.6994902528520826,315.20507981887164,2.5893678234246362,NA,315.06000000000694,54.91442221613541,NA,NA,0.9845077898019585,39.45040334798744,47.34067249972717,NA,NA,schoolfield_two_factor_tpk,1,False,24,20,4,4,0.310864021720179,1.5449276925533173,0.04233360883176971,2.8217159724464738,1.388044185358468,3.604838769867528,0.3488245943779533,313.05999999999995,448,S_thermophilus_BC-14_run3,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
449_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-0.9119152831807791,0.9183777097457924,314.1486310274331,3.573770778476847,NA,314.03000000000554,48.48060222672891,NA,NA,0.9835421897230678,28.07499435021183,33.93793796141074,NA,NA,schoolfield_two_factor_tpk,1,False,16,13,3,4,0.3172644165361848,1.6996698632874554,0.07568075643308916,2.468801657804582,1.0896649867450092,2.023661908943722,0.4552623049232625,314.99,449,S_thermophilus_BC-14_run2,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
450_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-2.014522332339055,1.1182834005410347,316.17212111064794,2.118053463290558,NA,316.060000000007,40.33907469482691,NA,NA,0.9819783397163437,34.450910603566534,41.90612287035812,NA,NA,schoolfield_two_factor_tpk,1,False,22,18,4,4,0.403033497367246,1.9253746685690614,0.11371001050284867,1.8845938595204734,0.9534071752666217,2.2220402739045384,0.5333640200118891,318.46,450,S_thermophilus_BC-14_run1,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
217_Sch_TF_TKP,Stygiolobus azoricus,schoolfield_two_factor_tpk,Specific Growth Rate,-7.011614941368138,0.9209630344457465,355.3878433590186,7.799652067201686,NA,355.25090000000733,6.775927917327817,NA,NA,0.9288114851417086,-5.539484615437537,-1.5500082514456839,NA,NA,schoolfield_two_factor_tpk,1,False,11,6,5,4,0.7357806091742393,0.767539342186363,0.18457562960768212,-3.619950584675072,0.5790976315269964,0.7620655470530784,0.385984326213783,353.17139999999995,217,Segerer_1991_H_campisalis,"Segerer, A. H., Trincone, A., Gahrtz, M., & Stetter, K. O. (1991). Stygiolobus azoricus gen. nov., sp. nov. Represents a Novel Genus of Anaerobic, Extremely Thermoacidophilic Archaebacteria of the Order Sulfolobales. International Journal of Systematic Bacteriology, 41(60), 495-501.",37.77,-25.48,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus,azoricus,True,C19,NA
111_Sch_TF_TKP,Sulfobacillus benefaciens,schoolfield_two_factor_tpk,Specific Growth Rate,-5.515036906720906,1.4283729001783991,311.11660594590376,5.187807907880962,NA,310.9695000000029,4.783460621405366,NA,NA,0.9212311035978155,-4.551076577904732,-2.8215258326281667,NA,NA,schoolfield_two_factor_tpk,1,False,7,3,4,4,0.7583064318739295,0.8091627097965848,0.613877255998257,0.7167074449689584,1.0836107264188308,1.5502570051514162,-2.1672214528376617,311.6669,111,Johnson_2008_S_benefaciens,"2008, Johnson, D. et al, 'Sulfobacillus benefaciens sp. nov., an acidophilic facultativeanaerobic Firmicute isolated from mineral bioleaching operations', Extremophiles, 12 (789-798)",47.5,1.54,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,benefaciens,True,Aerobic,NA
155_Sch_TF_TKP,Sulfobacillus sibiricus,schoolfield_two_factor_tpk,Specific Growth Rate,-2.0998508147004404,0.6709082597003184,327.3487206405112,6.573452906407541,NA,327.2682000000066,12.305852077429492,NA,NA,0.9975543742728412,-12.525067094758114,-11.56626974861784,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.33084726083201865,0.2847154142772816,0.04948395385567771,0.8762684175244643,1.678681797488056,2.026063829502011,-3.357363594976112,328.2342,155,Melamud_et_al_2001_S_sibiricus,"2003, Melamud, V.S. et al 'Sulfobacillus sibiricus sp. nov., a New Moderately Thermophilic Bacterium', Microbiology 72 (681-688)",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,sibiricus,True,F3,55.0
207_Sch_TF_TKP,Sulfobacillus sp. wr1,schoolfield_two_factor_tpk,Specific Growth Rate,-4.507622946272594,0.9665254687611236,324.18504828344794,2.9629733300757324,NA,324.04390000000495,4.756537382074094,NA,NA,0.9245040025615301,-37.53921395502111,-30.316601766404,NA,NA,schoolfield_two_factor_tpk,1,False,21,15,6,4,0.5366015188201865,0.2879622167849474,0.12979497692662456,-0.12637988288190177,1.1539812693421465,1.5922666270729935,0.6148986904312257,328.2034,207,Robertson_2002_Sulfobacillus_sp,"2002,  Robertson, W.J. 'Moderately thermophilic iron oxidising bacteria isolated from a pyritic coal deposit showing spontaneous combustion', Minerals Engineering 15, (815-822)",-33.3,116.1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,NA,True,F3,50.0
325_Sch_TF_TKP,Sulfobacillus thermosulfidooxidans,schoolfield_two_factor_tpk,Fe3+ Oxidation Rate,-1.9262941767835562,0.5271299181862905,324.60793771747853,3.3404520781781066,NA,324.5016000000061,4.266679179814079,NA,NA,0.7765892566574236,-16.92017828910602,-9.941516921336065,NA,NA,schoolfield_two_factor_tpk,1,False,20,15,5,4,1.202840163036609,1.6424505218900822,0.11289643497311776,0.21188695618585945,1.1894904064424079,2.754282719962265,1.3161762340689243,321.37758325329094,325,Fig4_S_thermosulfidooxidans,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,thermosulfidooxidans,True,F4,NA
25_Sch_TF_TKP,Sulfobacillus thermotolerans,schoolfield_two_factor_tpk,Specific Growth Rate,-4.939911593512379,1.576724986700406,312.1168719385297,2.1128471688484893,NA,312.05240000000543,7.76020848773497,NA,NA,0.9730067482622162,-9.34462756860248,-6.3585046819213815,NA,NA,schoolfield_two_factor_tpk,1,False,9,4,5,4,0.94096186957836,0.5738729427597636,0.3130773183998875,0.7701082216960737,1.0111006921441035,3.286537171810135,-2.022201384288207,313.1162,25,Bogdanova_2006_S_thermotolerans,"Bogdanova, T. I., Tsaplina, I. A., Kondrat&apos;eva, T. F., Duda, V. I., Suzina, N. E., Melamud, V. S., ? Karavaiko, G. I. (2006). Sulfobacillus thermotolerans sp. nov,. a thermotolerant, chemolithotrophic bacterium. International Journal of Systematic and Evolutionary Microbiology, 56(5), 1039-1042.",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,thermotolerans,True,F4,40.0
50_Sch_TF_TKP,Sulfolobus acidocaldarius,schoolfield_two_factor_tpk,Specific Growth Rate,-6.22475750828589,0.7638013170770899,349.3496203779047,88.12965332997865,NA,349.29199169000486,2.319373962696566,NA,NA,0.999835993752326,-41.73141903495497,-41.684229472784466,NA,NA,schoolfield_two_factor_tpk,1,False,5,4,1,4,NA,NA,NA,-0.41275561941962724,1.312559246767939,1.4960344512819876,-2.625118493535878,347.93984816,50,ROSA_1975_MT3,"1975,  ROSA, M. & GAMBACORTA, A., 'Extremely Thermophilic Acidophilic Bacteria Convergent with Sulfolobus acidocaldarius', Journal of General Microbiology, 88 ( 156-164)",40.83,14.134,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,acidocaldarius,True,C16,75.0
51_Sch_TF_TKP,Sulfolobus acidocaldarius,schoolfield_two_factor_tpk,Specific Growth Rate,-9.444319461589066,1.0002394861413288,360.26562283836836,21.92102891571627,NA,360.1313740200039,2.1812732024007775,NA,NA,0.9864091803441701,-31.838167287419523,-30.108616542142958,NA,NA,schoolfield_two_factor_tpk,1,False,7,6,1,4,0.5647955007878628,1.3854716928908426,0.0968207513748385,-0.2660928068506391,1.0699345459322769,1.373563407997995,0.20264284777141273,360.11638961999995,51,ROSA_1975_MT4,"1975,  ROSA, M. & GAMBACORTA, A., 'Extremely Thermophilic Acidophilic Bacteria Convergent with Sulfolobus acidocaldarius', Journal of General Microbiology, 88 ( 156-164)",40.83,14.134,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,acidocaldarius,True,C16,75.0
320_Sch_TF_TKP,Sulfolobus metallicus,schoolfield_two_factor_tpk,Sulphur Oxidation Rate,-8.68912084570265,0.9304490802677763,344.4121096438059,1.503441616598058,NA,344.3489000000058,0.2282468104046928,NA,NA,0.9834532840321886,-189.61485284874647,-182.63619148097652,NA,NA,schoolfield_two_factor_tpk,1,False,20,19,1,4,1.4258045221750457,0.04340511003922667,0.16853183416194045,-2.7417972819505034,1.6600033427986716,4.269830922314272,1.0159933182753993,344.08279999999996,320,Fig3_S_metallicus,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,metallicus,True,C16,NA
69_Sch_TF_TKP,Sulfolobus sp. ta-1,schoolfield_two_factor_tpk,Specific Growth Rate,-10.229502444370238,1.2823238670809187,344.7048507313855,2.0821947731250363,NA,344.6338000000049,1.1263872890875712,NA,NA,0.9651873617602486,-27.398697225887553,-26.43989987974728,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,1.3690442254191086,0.2549294832368267,0.5011030457483213,-0.9648929137133724,1.2764776859825955,5.782666571624452,-2.552955371965191,342.5494,69,furuya_1997_Sulfolobus,"1977,  FURUYA, T. et al., 'A Thermophilic Acidophilic Bacterium from Hot Springs', Agricultural and Biological Chemistry, 41, (1607-1612)",35.24,139.02,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,NA,True,C16,NA
498_Sch_TF_TKP,Sulfolobus tengchongensis,schoolfield_two_factor_tpk,Specific Growth Rate,-8.433023201712787,0.9231961853386228,360.4643391399135,5.132538004710803,NA,360.35000000000616,2.377314252746253,NA,NA,0.998232630902929,-41.85970350642924,-40.13015276115267,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,0.18461895893979985,0.037950050149732885,0.03949104175587938,-1.016066869238081,1.1849424501089079,1.9355542653937157,-2.3698849002178157,358.15,498,Xiang_2003_S_tengchongensis,"Xiang, X., Dong, X., & Huang, L. (2003). Sulfolobus tengchongensis sp. nov., a novel thermoacidophilic archaeon isolated from a hot spring in Tengchong, China. Extremophiles, 7(6), 493-498.",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,tengchongensis,True,C16,80.0
108_Sch_TF_TKP,Sulfolobus yangmingensis,schoolfield_two_factor_tpk,Specific Growth Rate,-13.554109036117568,1.6331244669580365,353.133131993162,3.317495416150063,NA,353.06790000000456,4.383405491088628,NA,NA,0.9946027492956118,-25.370203699113027,-23.64065295383646,NA,NA,schoolfield_two_factor_tpk,1,False,7,3,4,4,0.3669495741925057,0.13116527290662225,0.16486393658855308,-0.05087233037375655,0.9447334186686972,1.7677349928330708,-1.8894668373373944,353.13609999999994,108,Jan_1999_S_yangmingensis," Jan, R.L. et al (1999). A novel species of thermoacidophilic archaeon, Sulfolobus yangmingensis sp. nov, Int J Syst Bacteriol, 49 (1999), 1809-1816.",25.14,121.52,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,yangmingensis,True,C16,70.0
88_Sch_TF_TKP,Sulfophobococcus zilligii,schoolfield_two_factor_tpk,Specific Growth Rate,-2.0774647058587052,0.3555160551993115,364.38298330006893,5.985869889939798,NA,364.3286000000059,5.164160394029331,NA,NA,0.8103738073329272,-1.6772066302865785,-1.6300170681160768,NA,NA,schoolfield_two_factor_tpk,1,False,5,4,1,4,5.550019678112015,2.4487576442657106,0.25827510542385695,1.103719226036254,3.2094737013601766,5.63122756577695,-6.418947402720353,363.56669999999997,88,Hensel_1997_S_zilligii,"Hensel, R., Matussek, K., Michalke, K., Tacke, L., Tindall, B. J., Kohlhoff, M., ? Dielenschneider, J. (1997). Sulfophobococcus zilligii gen. nov., spec. nov. a Novel Hyperthermophilic Archaeum Isolated from Hot Alkaline Springs of Iceland. Systematic and Applied Microbiology, 20(1), 102-110.",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Sulfophobococcus,zilligii,True,Fermentation,85.0
66_Sch_TF_TKP,Sulfurihydrogenibium kristjanssonii,schoolfield_two_factor_tpk,Specific Growth Rate,-2.046551563052024,0.48849589327837095,344.6818924386714,24.118847580825324,NA,344.56260000000896,9.373338801353041,NA,NA,0.8903453215337269,10.043729026051441,19.820469333498508,NA,NA,schoolfield_two_factor_tpk,1,False,35,29,6,4,0.829834731238685,2.8243450138163384,0.04713733567622927,-3.7581008802889495,1.0398450155323424,1.0689787268944306,0.9371825235246096,341.20459999999997,66,Flores_2008_Sulfurihydrogenibium_kristjanssoni,"Flores, G. E., Liu, Y., Ferrera, I., Beveridge, T. J., & Reysenbach, A. L. (2008). Sulfurihydrogenibium kristjanssonii sp. nov., a hydrogen- and sulfur-oxidizing thermophile isolated from a terrestrial Icelandic hot spring. International Journal of Systematic and Evolutionary Microbiology, 58(5), 1153-1158.",64.01,21.11,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,kristjanssonii,True,A1,NA
124_Sch_TF_TKP,Sulfurisphaera ohwakuensis,schoolfield_two_factor_tpk,Specific Growth Rate,-6.260195631426538,0.7550428318517568,357.1005168467136,3.9393906043149123,NA,356.97990000000533,2.9025059679538243,NA,NA,0.9970003704874139,-31.79633703230185,-30.837539686161577,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.3516024886147085,0.059034655190602865,0.05392968270528004,-0.03285382487107827,1.4917358885209504,2.4044373739779825,-2.983471777041901,358.43179999999995,124,Kurosawa_1998_S_ohwakuensis,"Kurosawa, N. et al, 'Sulfurisphaera ohwakuensis gen. nov., sp. nov., a novel extremely thermophilic acidophile of the order Sulfolobales', International Journal of Systematic Bacteriology 48 (451-456)",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera,ohwakuensis,True,C16,80.0
205_Sch_TF_TKP,Symbiobacterium toebii,schoolfield_two_factor_tpk,Specific Growth Rate,-6.6205758275217,1.1791635559641607,334.9931505165201,4.9120622338588475,NA,334.91460000000603,10.486371557539503,NA,NA,0.9640004070253978,1.8883519293898035,4.285559637788983,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,0.7361191349847159,1.2821528683245802,0.2623496464975974,-4.009415351436796,0.4531744245464602,0.7919622338782428,-0.9063488490929204,333.21979999999996,205,Rhee_2001_S_Toebii,"2002,  Rhee, S.K. et al 'Characterization of Symbiobacterium toebii, an obligate commensal thermophile isolated from compost', Extremophiles 6, (57-64)",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium,toebii,True,Fermentation,60.0
601_Sch_TF_TKP,Synechococcus ccmp1183,schoolfield_two_factor_tpk,Specific Growth Rate,-13.99268958835354,5.017676538922763,295.7005152333543,5.5498792013355684,NA,295.6500000000028,0.917993070335024,NA,NA,0.9927482517805322,-27.107989741873403,-27.060800179702902,NA,NA,schoolfield_two_factor_tpk,1,False,5,3,2,4,0.6971732990354891,0.2033139240787447,1.795511340473497,-0.0973923449063568,0.2729312738115827,2.0694115743736683,-0.5458625476231654,297.15,601,CT493,Mackey et al. (2013),7.5,134.5,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
602_Sch_TF_TKP,Synechococcus ccmp1379,schoolfield_two_factor_tpk,Specific Growth Rate,-3.7761780480696188,1.057364128519301,311.2960313002926,13.993864178538395,NA,NA,NA,NA,NA,0.9040159007254327,-12.987067463194915,-12.939877901024413,NA,NA,schoolfield_two_factor_tpk,1,False,5,5,0,4,NA,NA,NA,0.5984320019335008,1.3233892503519915,3.6309179344378344,-1.756221943574445,297.7439430003759,602,CT494,Mackey et al. (2013),-14.87,-148.68,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
603_Sch_TF_TKP,Synechococcus ccmp1630,schoolfield_two_factor_tpk,Specific Growth Rate,-6.057998985128002,2.122841562728806,333.3069392413734,2.1229514634162436,NA,NA,NA,NA,NA,0.9720595858488724,-19.950061026097323,-19.90287146392682,NA,NA,schoolfield_two_factor_tpk,1,False,5,5,0,4,NA,NA,NA,-0.08791360205410567,0.926202151504856,3.704808606019424,-1.852404303009712,300.15,603,CT495,Mackey et al. (2013),40.75,13.9,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
604_Sch_TF_TKP,Synechococcus ccmp1632,schoolfield_two_factor_tpk,Specific Growth Rate,-8.82652849116162,2.8865545520028713,295.7201583601986,14.01630448080986,NA,295.6500000000028,1.3475179191073257,NA,NA,0.9841631600129174,-22.813625403907622,-22.76643584173712,NA,NA,schoolfield_two_factor_tpk,1,False,5,3,2,4,1.4248499140590074,16.165331980081977,0.8528589696137266,-0.46226405556389594,0.03981476513794409,0.07803773556772395,-0.07962953027588818,294.15,604,CT496,Mackey et al. (2013),36.8,118.65,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
606_Sch_TF_TKP,Synechococcus ccmp2606,schoolfield_two_factor_tpk,Specific Growth Rate,-8.701513108020515,2.711879792010537,328.32485911550987,2.7119577010982803,NA,NA,NA,NA,NA,0.9926393115860735,-27.153126746770475,-27.105937184599973,NA,NA,schoolfield_two_factor_tpk,1,False,5,5,0,4,NA,NA,NA,-0.34219739410403865,0.612743451997809,2.450973807991236,-1.225486903995618,300.15,606,CT498,Mackey et al. (2013),15.31,72.59,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
600_Sch_TF_TKP,Synechococcus ccmp837,schoolfield_two_factor_tpk,Specific Growth Rate,-26.28436738782644,10.131637437717243,292.3905971423924,11.177514396712441,NA,292.25000000000205,0.7118943594876499,NA,NA,0.8720344345886105,-16.70775494044265,-16.66056537827215,NA,NA,schoolfield_two_factor_tpk,1,False,5,2,3,4,1.1148187462569208,1.8192126941492617,16.30519554276486,-0.5971681335880552,0.10311952126779968,1.056230959807441,-0.20623904253559935,291.15,600,CT492,Mackey et al. (2013),33.741,-67.5,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
547_Sch_TF_TKP,Synechococcus elongatus,schoolfield_two_factor_tpk,Specific Growth Rate,-2.2576327308049944,0.46321837788468856,308.0466997726837,312.94495663813495,NA,307.9500000000045,0.966107129645505,NA,NA,0.8778347163631369,-24.476585307408122,-23.51778796126785,NA,NA,schoolfield_two_factor_tpk,1,False,6,5,1,4,NA,NA,NA,1.1644518658376923,1.3996136136861694,10.230529142363656,0.769667484969821,307.07259282568964,547,CT407,"L??rling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,elongatus,True,PhotosystemII,NA
