,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est_Tpk,Max_response,Slope,Intercept,R_Squared,AIC,BIC,Delta_AIC,Delta_BIC,Best_Type,Rank,Corrected,Number_Of_Data_Points,Points_Before_Peak,Points_After_Peak,Number_Of_Variables,Tpk_std,Response_std,E_std,B0_est,E_est,E_D_est,E_D_L_est,T_pk_est,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,Best_Guess,ConLabGrowthTemp
456_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-0.3233290477918074,0.8289106136784155,312.55253821220924,3.147654077001625,NA,312.49,45.1107234767,NA,NA,0.9767069594530735,42.12518905524472,49.802660134890466,NA,NA,schoolfield_two_factor_tpk,1,False,23,19,4,4,0.33273038634914354,1.6384877275344152,0.06283596924753304,2.5710256287088944,1.176859358518381,2.7243320444975,0.5033600395106397,313.23499999999996,456,S_thermophilus_BC-29_run2,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
457_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-1.0815377640637336,0.9463931263095071,313.45786186357475,4.038657558344218,NA,313.39,45.6028108619,NA,NA,0.9531249133363268,48.649844402422524,55.10170319190335,NA,NA,schoolfield_two_factor_tpk,1,False,18,14,4,4,0.5168940994054019,2.7539873919036175,0.11756718652033725,2.380505673624874,1.029731369218406,1.4429886333069744,0.4113826625828768,315.385,457,S_thermophilus_BC-29_run1,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
458_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-1.5050289905611525,1.0412331392295295,314.62351410510416,2.2593598780101534,NA,314.56,40.7112977011,NA,NA,0.9845185845174825,31.324945232535573,38.78015749932715,NA,NA,schoolfield_two_factor_tpk,1,False,22,18,4,4,0.3732349260185378,1.5488892451495853,0.09109358212092251,2.3769828517270093,0.9943543600862369,1.9531157687268523,0.6170212104141966,317.21,458,S_thermophilus_BC-14_run5,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
459_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-0.7269148146699898,0.8373897717250811,313.9697334594834,3.908473858986426,NA,313.86,38.6900763576,NA,NA,0.9800608237697499,23.589282401356485,30.567943769126437,NA,NA,schoolfield_two_factor_tpk,1,False,20,16,4,4,0.28916692411138245,1.122440119865149,0.05651909358165974,2.4170731060208954,1.2577738855877256,2.3096072112446477,0.41432964810579087,314.05999999999995,459,S_thermophilus_BC-14_run4,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
460_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,0.3571875288736145,0.6994902528520826,315.20507981887164,2.5893678234246362,NA,315.06,54.9144222161,NA,NA,0.9845077898019585,39.45040334798744,47.34067249972717,NA,NA,schoolfield_two_factor_tpk,1,False,24,20,4,4,0.31587780865398785,1.4717056849267194,0.041347367336403824,2.8217159724464738,1.388044185358468,3.604838769867528,0.3488245943779533,313.05999999999995,460,S_thermophilus_BC-14_run3,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
461_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-0.9119152831807791,0.9183777097457924,314.1486310274331,3.573770778476847,NA,314.03,48.4806022267,NA,NA,0.9835421897230678,28.07499435021183,33.93793796141074,NA,NA,schoolfield_two_factor_tpk,1,False,16,13,3,4,0.3165569616989106,1.818463765283972,0.0749498291752323,2.468801657804582,1.0896649867450092,2.023661908943722,0.4552623049232625,314.99,461,S_thermophilus_BC-14_run2,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
462_Sch_TF_TKP,Streptococcus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-2.014522332339055,1.1182834005410347,316.17212111064794,2.118053463290558,NA,316.06,40.3390746948,NA,NA,0.9819783397163437,34.450910603566534,41.90612287035812,NA,NA,schoolfield_two_factor_tpk,1,False,22,18,4,4,0.41272943922148014,2.13684843610224,0.11277780742924848,1.8845938595204734,0.9534071752666217,2.2220402739045384,0.5333640200118891,318.46,462,S_thermophilus_BC-14_run1,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,True,Fermentation,NA
229_Sch_TF_TKP,Stygiolobus azoricus,schoolfield_two_factor_tpk,Specific Growth Rate,-7.011614941368138,0.9209630344457465,355.3878433590186,7.799652067201686,NA,355.2509,6.77592791733,NA,NA,0.9288114851417086,-5.539484615437537,-1.5500082514456839,NA,NA,schoolfield_two_factor_tpk,1,False,11,6,5,4,0.6954190031917591,0.7766997767968726,0.18024445967529,-3.619950584675072,0.5790976315269964,0.7620655470530784,0.385984326213783,353.17139999999995,229,Segerer_1991_H_campisalis,"Segerer, A. H., Trincone, A., Gahrtz, M., & Stetter, K. O. (1991). Stygiolobus azoricus gen. nov., sp. nov. Represents a Novel Genus of Anaerobic, Extremely Thermoacidophilic Archaebacteria of the Order Sulfolobales. International Journal of Systematic Bacteriology, 41(60), 495-501.",37.77,-25.48,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus,azoricus,True,C19,NA
123_Sch_TF_TKP,Sulfobacillus benefaciens,schoolfield_two_factor_tpk,Specific Growth Rate,-5.515036906720906,1.4283729001783991,311.11660594590376,5.187807907880962,NA,310.9695,4.78346062141,NA,NA,0.9212311035978155,-4.551076577904732,-2.8215258326281667,NA,NA,schoolfield_two_factor_tpk,1,False,7,3,4,4,0.7821347738751422,0.7668432658659309,0.616557363340621,0.7167074449689584,1.0836107264188308,1.5502570051514162,-2.1672214528376617,311.6669,123,Johnson_2008_S_benefaciens,"2008, Johnson, D. et al, 'Sulfobacillus benefaciens sp. nov., an acidophilic facultativeanaerobic Firmicute isolated from mineral bioleaching operations', Extremophiles, 12 (789-798)",47.5,1.54,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,benefaciens,True,Aerobic,NA
167_Sch_TF_TKP,Sulfobacillus sibiricus,schoolfield_two_factor_tpk,Specific Growth Rate,-2.0998508147004404,0.6709082597003184,327.3487206405112,6.573452906407541,NA,327.2682,12.3058520774,NA,NA,0.9975543742728412,-12.525067094758114,-11.56626974861784,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.3450191878722894,0.2868044667273972,0.04776304798782738,0.8762684175244643,1.678681797488056,2.026063829502011,-3.357363594976112,328.2342,167,Melamud_et_al_2001_S_sibiricus,"2003, Melamud, V.S. et al 'Sulfobacillus sibiricus sp. nov., a New Moderately Thermophilic Bacterium', Microbiology 72 (681-688)",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,sibiricus,True,F3,55.0
219_Sch_TF_TKP,Sulfobacillus sp. wr1,schoolfield_two_factor_tpk,Specific Growth Rate,-4.507622946272594,0.9665254687611236,324.18504828344794,2.9629733300757324,NA,324.0439,4.75653738207,NA,NA,0.9245040025615301,-37.53921395502111,-30.316601766404,NA,NA,schoolfield_two_factor_tpk,1,False,21,15,6,4,0.5023305584972058,0.27206759478750614,0.12519157566675124,-0.12637988288190177,1.1539812693421465,1.5922666270729935,0.6148986904312257,328.2034,219,Robertson_2002_Sulfobacillus_sp,"2002,  Robertson, W.J. 'Moderately thermophilic iron oxidising bacteria isolated from a pyritic coal deposit showing spontaneous combustion', Minerals Engineering 15, (815-822)",-33.3,116.1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,NA,True,F3,50.0
79_Sch_TF_TKP,Sulfobacillus thermosulfidooxidans,schoolfield_two_factor_tpk,Time To Double Fe3+ concentration,-1.8161029079289372,0.5074260088686804,324.7251557111993,3.4014974314281394,NA,324.5795,4.24192510206,NA,NA,0.7709636200307737,-16.68075881344931,-9.702097445679355,NA,NA,schoolfield_two_factor_tpk,1,False,20,15,5,4,1.2115384359827002,0.6394577727355057,0.10872598769091381,-0.10321973685928604,0.8697153512600815,3.1361567177775402,0.26627222151599533,322.11592771966934,79,Franzman_2005_S_thermosulfidooxidans,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304-1314)",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,thermosulfidooxidans,True,F4,NA
337_Sch_TF_TKP,Sulfobacillus thermosulfidooxidans,schoolfield_two_factor_tpk,Fe3+ Oxidation Rate,-1.9263064074279161,0.5271323419264407,324.60790000282765,3.3404202253709663,NA,324.5016,4.2666762887,NA,NA,0.7765892584097034,-16.920178283861816,-9.941516916091862,NA,NA,schoolfield_two_factor_tpk,1,False,20,15,5,4,1.1958669849084351,0.46545889884128405,0.12531843549111896,0.15571871301268794,0.9983755832574939,1.7407139772360762,0.3074480642858072,320.4416306886411,337,Fig4_S_thermosulfidooxidans,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,thermosulfidooxidans,True,F4,NA
25_Sch_TF_TKP,Sulfobacillus thermotolerans,schoolfield_two_factor_tpk,Specific Growth Rate,-4.939911593512379,1.576724986700406,312.1168719385297,2.1128471688484893,NA,312.0524,7.76020848773,NA,NA,0.9730067482622162,-9.34462756860248,-6.3585046819213815,NA,NA,schoolfield_two_factor_tpk,1,False,9,4,5,4,0.9698357799135005,0.5627338819663403,0.3190930119265595,0.7701082216960737,1.0111006921441035,3.286537171810135,-2.022201384288207,313.1162,25,Bogdanova_2006_S_thermotolerans,"Bogdanova, T. I., Tsaplina, I. A., Kondrat&apos;eva, T. F., Duda, V. I., Suzina, N. E., Melamud, V. S., ? Karavaiko, G. I. (2006). Sulfobacillus thermotolerans sp. nov,. a thermotolerant, chemolithotrophic bacterium. International Journal of Systematic and Evolutionary Microbiology, 56(5), 1039-1042.",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,thermotolerans,True,F4,40.0
50_Sch_TF_TKP,Sulfolobus acidocaldarius,schoolfield_two_factor_tpk,Specific Growth Rate,-6.22475750828589,0.7638013170770899,349.3496203779047,88.12965332997865,NA,349.29199169,2.3193739627,NA,NA,0.999835993752326,-41.73141903495497,-41.684229472784466,NA,NA,schoolfield_two_factor_tpk,1,False,5,4,1,4,NA,NA,NA,-0.41275561941962724,1.312559246767939,1.4960344512819876,-2.625118493535878,347.93984816,50,ROSA_1975_MT3,"1975,  ROSA, M. & GAMBACORTA, A., 'Extremely Thermophilic Acidophilic Bacteria Convergent with Sulfolobus acidocaldarius', Journal of General Microbiology, 88 ( 156-164)",40.83,14.134,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,acidocaldarius,True,C16,75.0
51_Sch_TF_TKP,Sulfolobus acidocaldarius,schoolfield_two_factor_tpk,Specific Growth Rate,-9.444319461589066,1.0002394861413288,360.26562283836836,21.92102891571627,NA,360.13137402,2.1812732024,NA,NA,0.9864091803441701,-31.838167287419523,-30.108616542142958,NA,NA,schoolfield_two_factor_tpk,1,False,7,6,1,4,0.5640127234863731,0.5846258812622112,0.0980503795676579,-0.2660928068506391,1.0699345459322769,1.373563407997995,0.20264284777141273,360.11638961999995,51,ROSA_1975_MT4,"1975,  ROSA, M. & GAMBACORTA, A., 'Extremely Thermophilic Acidophilic Bacteria Convergent with Sulfolobus acidocaldarius', Journal of General Microbiology, 88 ( 156-164)",40.83,14.134,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,acidocaldarius,True,C16,75.0
78_Sch_TF_TKP,Sulfolobus metallicus,schoolfield_two_factor_tpk,Time To Increase SO4 to 3000mg/L,-8.924956399685499,0.9675833974861323,344.40406672326765,1.488336515577215,NA,344.3441,0.229214046305,NA,NA,0.9837052676775508,-189.53986578001147,-182.56120441224152,NA,NA,schoolfield_two_factor_tpk,1,False,20,19,1,4,1.4731909832719843,0.04599894207583396,0.18064445341911115,-2.7498726959560487,1.638403036162288,4.069934292065875,1.0261772647884095,344.2247,78,Franzman_2005_S_metallicus,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304-1314)",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,metallicus,True,C16,NA
332_Sch_TF_TKP,Sulfolobus metallicus,schoolfield_two_factor_tpk,Sulphur Oxidation Rate,-8.68912084570265,0.9304490802677763,344.4121096438059,1.503441616598058,NA,344.3489,0.228246810405,NA,NA,0.9834532840321886,-189.61485284874647,-182.63619148097652,NA,NA,schoolfield_two_factor_tpk,1,False,20,19,1,4,1.4160030783711635,0.04416965366220848,0.1764443231149194,-2.7417972819505034,1.6600033427986716,4.269830922314272,1.0159933182753993,344.08279999999996,332,Fig3_S_metallicus,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,metallicus,True,C16,NA
81_Sch_TF_TKP,Sulfolobus sp. ta-1,schoolfield_two_factor_tpk,Specific Growth Rate,-10.229502444370238,1.2823238670809187,344.7048507313855,2.0821947731250363,NA,344.6338,1.12638728909,NA,NA,0.9651873617602486,-27.398697225887553,-26.43989987974728,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,1.2904818014766875,0.2449795121542865,0.46188863072191144,-0.9648929137133724,1.2764776859825955,5.782666571624452,-2.552955371965191,342.5494,81,furuya_1997_Sulfolobus,"1977,  FURUYA, T. et al., 'A Thermophilic Acidophilic Bacterium from Hot Springs', Agricultural and Biological Chemistry, 41, (1607-1612)",35.24,139.02,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,NA,True,C16,NA
510_Sch_TF_TKP,Sulfolobus tengchongensis,schoolfield_two_factor_tpk,Specific Growth Rate,-8.433023201712787,0.9231961853386228,360.4643391399135,5.132538004710803,NA,360.35,2.37731425275,NA,NA,0.998232630902929,-41.85970350642924,-40.13015276115267,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,0.18587950398044348,0.03816770244935332,0.039954714607402006,-1.016066869238081,1.1849424501089079,1.9355542653937157,-2.3698849002178157,358.15,510,Xiang_2003_S_tengchongensis,"Xiang, X., Dong, X., & Huang, L. (2003). Sulfolobus tengchongensis sp. nov., a novel thermoacidophilic archaeon isolated from a hot spring in Tengchong, China. Extremophiles, 7(6), 493-498.",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,tengchongensis,True,C16,80.0
120_Sch_TF_TKP,Sulfolobus yangmingensis,schoolfield_two_factor_tpk,Specific Growth Rate,-13.554109036117568,1.6331244669580365,353.133131993162,3.317495416150063,NA,353.0679,4.38340549109,NA,NA,0.9946027492956118,-25.370203699113027,-23.64065295383646,NA,NA,schoolfield_two_factor_tpk,1,False,7,3,4,4,0.37225926449191704,0.13314457088289383,0.16635544481298634,-0.05087233037375655,0.9447334186686972,1.7677349928330708,-1.8894668373373944,353.13609999999994,120,Jan_1999_S_yangmingensis," Jan, R.L. et al (1999). A novel species of thermoacidophilic archaeon, Sulfolobus yangmingensis sp. nov, Int J Syst Bacteriol, 49 (1999), 1809-1816.",25.14,121.52,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,yangmingensis,True,C16,70.0
100_Sch_TF_TKP,Sulfophobococcus zilligii,schoolfield_two_factor_tpk,Specific Growth Rate,-2.0774647058587052,0.3555160551993115,364.38298330006893,5.985869889939798,NA,364.3286,5.16416039403,NA,NA,0.8103738073329272,-1.6772066302865785,-1.6300170681160768,NA,NA,schoolfield_two_factor_tpk,1,False,5,4,1,4,5.85373819173411,6.970472710033668,0.2622595855718312,1.103719226036254,3.2094737013601766,5.63122756577695,-6.418947402720353,363.56669999999997,100,Hensel_1997_S_zilligii,"Hensel, R., Matussek, K., Michalke, K., Tacke, L., Tindall, B. J., Kohlhoff, M., ? Dielenschneider, J. (1997). Sulfophobococcus zilligii gen. nov., spec. nov. a Novel Hyperthermophilic Archaeum Isolated from Hot Alkaline Springs of Iceland. Systematic and Applied Microbiology, 20(1), 102-110.",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Sulfophobococcus,zilligii,True,Fermentation,85.0
66_Sch_TF_TKP,Sulfurihydrogenibium kristjanssonii,schoolfield_two_factor_tpk,Specific Growth Rate,-2.046551563052024,0.48849589327837095,344.6818924386714,24.118847580825324,NA,344.5626,9.37333880135,NA,NA,0.8903453215337269,10.043729026051441,19.820469333498508,NA,NA,schoolfield_two_factor_tpk,1,False,35,29,6,4,0.8471343046154447,17.280972478624964,0.04971745619356796,-3.7581008802889495,1.0398450155323424,1.0689787268944306,0.9371825235246096,341.20459999999997,66,Flores_2008_Sulfurihydrogenibium_kristjanssoni,"Flores, G. E., Liu, Y., Ferrera, I., Beveridge, T. J., & Reysenbach, A. L. (2008). Sulfurihydrogenibium kristjanssonii sp. nov., a hydrogen- and sulfur-oxidizing thermophile isolated from a terrestrial Icelandic hot spring. International Journal of Systematic and Evolutionary Microbiology, 58(5), 1153-1158.",64.01,21.11,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,kristjanssonii,True,A1,NA
136_Sch_TF_TKP,Sulfurisphaera ohwakuensis,schoolfield_two_factor_tpk,Specific Growth Rate,-6.260195631426538,0.7550428318517568,357.1005168467136,3.9393906043149123,NA,356.9799,2.90250596795,NA,NA,0.9970003704874139,-31.79633703230185,-30.837539686161577,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.34742756079513165,0.059033125234687824,0.05648827958968773,-0.03285382487107827,1.4917358885209504,2.4044373739779825,-2.983471777041901,358.43179999999995,136,Kurosawa_1998_S_ohwakuensis,"Kurosawa, N. et al, 'Sulfurisphaera ohwakuensis gen. nov., sp. nov., a novel extremely thermophilic acidophile of the order Sulfolobales', International Journal of Systematic Bacteriology 48 (451-456)",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera,ohwakuensis,True,C16,80.0
217_Sch_TF_TKP,Symbiobacterium toebii,schoolfield_two_factor_tpk,Specific Growth Rate,-6.6205758275217,1.1791635559641607,334.9931505165201,4.9120622338588475,NA,334.9146,10.4863715575,NA,NA,0.9640004070253978,1.8883519293898035,4.285559637788983,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,0.745984026533928,1.3581608529222544,0.2510324492082324,-4.009415351436796,0.4531744245464602,0.7919622338782428,-0.9063488490929204,333.21979999999996,217,Rhee_2001_S_Toebii,"2002,  Rhee, S.K. et al 'Characterization of Symbiobacterium toebii, an obligate commensal thermophile isolated from compost', Extremophiles 6, (57-64)",NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium,toebii,True,Fermentation,60.0
613_Sch_TF_TKP,Synechococcus ccmp1183,schoolfield_two_factor_tpk,Specific Growth Rate,-13.99268958835354,5.017676538922763,295.7005152333543,5.5498792013355684,NA,295.65,0.917993070335,NA,NA,0.9927482517805322,-27.107989741873403,-27.060800179702902,NA,NA,schoolfield_two_factor_tpk,1,False,5,3,2,4,0.6858586516655526,0.20187613466631893,1.7165776405236521,-0.0973923449063568,0.2729312738115827,2.0694115743736683,-0.5458625476231654,297.15,613,CT493,Mackey et al. (2013),7.5,134.5,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
614_Sch_TF_TKP,Synechococcus ccmp1379,schoolfield_two_factor_tpk,Specific Growth Rate,-3.776177797611995,1.0573640553558057,317.8989126714014,8.998119064104314,NA,NA,NA,NA,NA,0.9040159005671965,-12.987067461807989,-12.939877899637487,NA,NA,schoolfield_two_factor_tpk,1,False,5,5,0,4,NA,NA,NA,-1.7445428630481348,1.8376741751062218,3.626710436903589,-3.4814845152308425,300.9092288628551,614,CT494,Mackey et al. (2013),-14.87,-148.68,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
615_Sch_TF_TKP,Synechococcus ccmp1630,schoolfield_two_factor_tpk,Specific Growth Rate,-6.057998985128002,2.122841562728806,333.3069392413734,2.1229514634162436,NA,NA,NA,NA,NA,0.9720595858488724,-19.950061026097323,-19.90287146392682,NA,NA,schoolfield_two_factor_tpk,1,False,5,5,0,4,NA,NA,NA,-0.08791360205410567,0.926202151504856,3.704808606019424,-1.852404303009712,300.15,615,CT495,Mackey et al. (2013),40.75,13.9,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
616_Sch_TF_TKP,Synechococcus ccmp1632,schoolfield_two_factor_tpk,Specific Growth Rate,-8.82652849116162,2.8865545520028713,295.7201583601986,14.01630448080986,NA,295.65,1.34751791911,NA,NA,0.9841631600129174,-22.813625403907622,-22.76643584173712,NA,NA,schoolfield_two_factor_tpk,1,False,5,3,2,4,1.4281314895864137,2.8586034132082383,0.8305135198849802,-0.46226405556389594,0.03981476513794409,0.07803773556772395,-0.07962953027588818,294.15,616,CT496,Mackey et al. (2013),36.8,118.65,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
618_Sch_TF_TKP,Synechococcus ccmp2606,schoolfield_two_factor_tpk,Specific Growth Rate,-8.701513108020515,2.711879792010537,328.32485911550987,2.7119577010982803,NA,NA,NA,NA,NA,0.9926393115860735,-27.153126746770475,-27.105937184599973,NA,NA,schoolfield_two_factor_tpk,1,False,5,5,0,4,NA,NA,NA,-0.34219739410403865,0.612743451997809,2.450973807991236,-1.225486903995618,300.15,618,CT498,Mackey et al. (2013),15.31,72.59,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
612_Sch_TF_TKP,Synechococcus ccmp837,schoolfield_two_factor_tpk,Specific Growth Rate,-26.28436738782644,10.131637437717243,292.3905971423924,11.177514396712441,NA,292.25,0.711894359488,NA,NA,0.8720344345886105,-16.70775494044265,-16.66056537827215,NA,NA,schoolfield_two_factor_tpk,1,False,5,2,3,4,1.0895783438494138,3.316182506069415,16.100040084615667,-0.5971681335880552,0.10311952126779968,1.056230959807441,-0.20623904253559935,291.15,612,CT492,Mackey et al. (2013),33.741,-67.5,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA,True,PhotosystemII,NA
559_Sch_TF_TKP,Synechococcus elongatus,schoolfield_two_factor_tpk,Specific Growth Rate,-5.266144401643967,1.5887707247014549,346.7837854383689,1.588944850721834,NA,NA,NA,NA,NA,0.9294204879134514,-27.76925884020293,-26.810461494062658,NA,NA,schoolfield_two_factor_tpk,1,False,6,6,0,4,NA,NA,NA,-1.6294431124860507,1.2856580313239794,9.496197024654025,1.7849259541210796,305.05414351011603,559,CT407,"L??rling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,elongatus,True,PhotosystemII,NA
165_Sch_TF_TKP,Synechococcus lividus,schoolfield_two_factor_tpk,Specific Growth Rate,-6.3797888253879735,0.8749885459181428,338.7227792080102,8.54840363851073,NA,338.57481277,2.02495047909,NA,NA,0.9391398176028694,-37.13493619200903,-33.145459828017174,NA,NA,schoolfield_two_factor_tpk,1,False,11,7,4,4,0.5245731216905086,0.14497445097153328,0.1441655716431929,-0.7047987977804205,0.9801020080493998,1.213143714761618,0.6643639231555036,338.22405313999997,165,Meeks_1971_Growth,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,True,PhotosystemII,70.0
166_Sch_TF_TKP,Synechococcus lividus,schoolfield_two_factor_tpk,photosynthetic 14-NaHCO3 Incorperation,-3.350893868647736,0.5783715972294938,338.27287998903694,4.782531782810801,NA,338.17274879,3.48698954281,NA,NA,0.9774278739170833,-54.21766419791988,-48.0515974776388,NA,NA,schoolfield_two_factor_tpk,1,False,17,10,7,4,0.4109904986737246,0.096650349943386,0.048152524962415386,-1.4932561581446908,1.5625276858878574,2.0371280890929304,0.9538269746184097,336.23391121,166,Meeks_1971_Photosynthesis,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,True,PhotosystemII,70.0
